quarter_start,clinic_id,clinic_name,clinic_waiting_total,clinic_treated_total,catchment_total,pct_of_catchment,catchment,capacity_ratio,capacity_pct,n_qtr_to_100pct,total_months
2021-04-01,36,EMERALD DENTAL CLINIC,477,40,7950,6.0000000000000000,Central Queensland,0.084,8.39,12,36
2022-07-01,33,GLADSTONE DENTAL CLINIC,1711,52,7317,23.3839005056717234,Central Queensland,0.030,3.04,33,99
2022-07-01,37,CAPRICORN COAST DENTAL,1411,90,7317,19.2838595052617193,Central Queensland,0.064,6.38,16,48
2022-07-01,36,EMERALD DENTAL CLINIC,433,47,7317,5.9177258439251059,Central Queensland,0.109,10.85,9,27
2022-07-01,35,BILOELA DENTAL CLINIC,174,21,7317,2.3780237802378024,Central Queensland,0.121,12.07,8,24
2022-07-01,32,ROCKHAMPTON DENTAL CLINIC,3410,135,7317,46.6037993713270466,Central Queensland,0.040,3.96,25,75
2022-07-01,118,MT MORGAN DENTAL CLINIC,178,23,7317,2.4326909935766024,Central Queensland,0.129,12.92,8,24
2022-10-01,37,CAPRICORN COAST DENTAL,1499,57,7989,18.7632995368631869,Central Queensland,0.038,3.80,26,78
2022-10-01,35,BILOELA DENTAL CLINIC,222,10,7989,2.7788208787082238,Central Queensland,0.045,4.50,22,66
2022-10-01,33,GLADSTONE DENTAL CLINIC,1862,40,7989,23.3070471898860934,Central Queensland,0.021,2.15,47,141
2022-10-01,32,ROCKHAMPTON DENTAL CLINIC,3767,106,7989,47.1523344598823382,Central Queensland,0.028,2.81,36,108
2022-10-01,118,MT MORGAN DENTAL CLINIC,175,18,7989,2.1905119539366629,Central Queensland,0.103,10.29,10,30
2022-10-01,36,EMERALD DENTAL CLINIC,464,36,7989,5.8079859807234948,Central Queensland,0.078,7.76,13,39
2023-04-01,35,BILOELA DENTAL CLINIC,241,27,8391,2.8721248957216065,Central Queensland,0.112,11.20,9,27
2023-04-01,32,ROCKHAMPTON DENTAL CLINIC,3929,245,8391,46.8239780717435347,Central Queensland,0.062,6.24,16,48
2023-04-01,33,GLADSTONE DENTAL CLINIC,2008,77,8391,23.9304016207841735,Central Queensland,0.038,3.83,26,78
2023-04-01,36,EMERALD DENTAL CLINIC,474,31,8391,5.6489095459420808,Central Queensland,0.065,6.54,15,45
2023-04-01,37,CAPRICORN COAST DENTAL,1552,78,8391,18.4960076272196401,Central Queensland,0.050,5.03,20,60
2023-04-01,118,MT MORGAN DENTAL CLINIC,187,10,8391,2.2285782385889644,Central Queensland,0.053,5.35,19,57
2023-07-01,36,EMERALD DENTAL CLINIC,496,99,8093,6.1287532435438033,Central Queensland,0.200,19.96,5,15
2023-07-01,35,BILOELA DENTAL CLINIC,233,40,8093,2.8790312615840850,Central Queensland,0.172,17.17,6,18
2023-07-01,33,GLADSTONE DENTAL CLINIC,2133,230,8093,26.3561102187075250,Central Queensland,0.108,10.78,9,27
2023-07-01,37,CAPRICORN COAST DENTAL,1478,253,8093,18.2626961571728654,Central Queensland,0.171,17.12,6,18
2023-07-01,118,MT MORGAN DENTAL CLINIC,210,27,8093,2.5948350426294328,Central Queensland,0.129,12.86,8,24
2023-07-01,32,ROCKHAMPTON DENTAL CLINIC,3543,813,8093,43.7785740763622884,Central Queensland,0.229,22.95,4,12
2023-10-01,35,BILOELA DENTAL CLINIC,275,9,8397,3.2749791592235322,Central Queensland,0.033,3.27,31,93
2023-10-01,118,MT MORGAN DENTAL CLINIC,223,8,8397,2.6557103727521734,Central Queensland,0.036,3.59,28,84
2023-10-01,33,GLADSTONE DENTAL CLINIC,2213,181,8397,26.3546504704060974,Central Queensland,0.082,8.18,12,36
2023-10-01,32,ROCKHAMPTON DENTAL CLINIC,3623,614,8397,43.1463617958794808,Central Queensland,0.169,16.95,6,18
2023-10-01,162,WOORABINDA DENTAL CLINIC,0,1,8397,0.00000000000000000000,Central Queensland,NULL,NULL,NULL,NULL
2023-10-01,37,CAPRICORN COAST DENTAL,1521,138,8397,18.1136120042872454,Central Queensland,0.091,9.07,11,33
2023-10-01,36,EMERALD DENTAL CLINIC,542,63,8397,6.4546861974514708,Central Queensland,0.116,11.62,9,27
2024-01-01,32,ROCKHAMPTON DENTAL CLINIC,3592,793,8319,43.1782666185839644,Central Queensland,0.221,22.08,5,15
2024-01-01,118,MT MORGAN DENTAL CLINIC,228,8,8319,2.7407140281283808,Central Queensland,0.035,3.51,28,84
2024-01-01,33,GLADSTONE DENTAL CLINIC,1977,433,8319,23.7648755860079336,Central Queensland,0.219,21.90,5,15
2024-01-01,36,EMERALD DENTAL CLINIC,518,110,8319,6.2267099410986897,Central Queensland,0.212,21.24,5,15
2024-01-01,37,CAPRICORN COAST DENTAL,1695,59,8319,20.3750450775333574,Central Queensland,0.035,3.48,29,87
2024-01-01,35,BILOELA DENTAL CLINIC,309,7,8319,3.7143887486476740,Central Queensland,0.023,2.27,44,132
2024-04-01,37,CAPRICORN COAST DENTAL,1424,302,8170,17.4296205630354957,Central Queensland,0.212,21.21,5,15
2024-04-01,35,BILOELA DENTAL CLINIC,337,13,8170,4.1248470012239902,Central Queensland,0.039,3.86,26,78
2024-04-01,36,EMERALD DENTAL CLINIC,582,106,8170,7.1236230110159119,Central Queensland,0.182,18.21,5,15
2024-04-01,118,MT MORGAN DENTAL CLINIC,142,27,8170,1.7380660954712362,Central Queensland,0.190,19.01,5,15
2024-04-01,32,ROCKHAMPTON DENTAL CLINIC,3649,772,8170,44.6634026927784578,Central Queensland,0.212,21.16,5,15
2024-04-01,33,GLADSTONE DENTAL CLINIC,2036,306,8170,24.9204406364749082,Central Queensland,0.150,15.03,7,21
2024-07-01,37,CAPRICORN COAST DENTAL,1356,275,7970,17.0138017565872020,Central Queensland,0.203,20.28,5,15
2024-07-01,118,MT MORGAN DENTAL CLINIC,127,47,7970,1.5934755332496863,Central Queensland,0.370,37.01,3,9
2024-07-01,36,EMERALD DENTAL CLINIC,462,197,7970,5.7967377666248432,Central Queensland,0.426,42.64,2,6
2024-07-01,35,BILOELA DENTAL CLINIC,368,15,7970,4.6173149309912171,Central Queensland,0.041,4.08,25,75
2024-07-01,33,GLADSTONE DENTAL CLINIC,2088,214,7970,26.1982434127979925,Central Queensland,0.102,10.25,10,30
2024-07-01,32,ROCKHAMPTON DENTAL CLINIC,3569,870,7970,44.7804265997490590,Central Queensland,0.244,24.38,4,12
2024-10-01,36,EMERALD DENTAL CLINIC,524,89,8593,6.0979867333876411,Central Queensland,0.170,16.98,6,18
2024-10-01,118,MT MORGAN DENTAL CLINIC,138,17,8593,1.6059583381822414,Central Queensland,0.123,12.32,8,24
2024-10-01,32,ROCKHAMPTON DENTAL CLINIC,3902,590,8593,45.4090538810659839,Central Queensland,0.151,15.12,7,21
2024-10-01,37,CAPRICORN COAST DENTAL,1422,196,8593,16.5483533108344001,Central Queensland,0.138,13.78,7,21
2024-10-01,33,GLADSTONE DENTAL CLINIC,2256,185,8593,26.2539276155009892,Central Queensland,0.082,8.20,12,36
2024-10-01,35,BILOELA DENTAL CLINIC,351,38,8593,4.0847201210287443,Central Queensland,0.108,10.83,9,27
2025-01-01,37,CAPRICORN COAST DENTAL,1374,223,8636,15.9101435849930523,Central Queensland,0.162,16.23,6,18
2025-01-01,32,ROCKHAMPTON DENTAL CLINIC,3920,860,8636,45.3913849004168597,Central Queensland,0.219,21.94,5,15
2025-01-01,33,GLADSTONE DENTAL CLINIC,2395,140,8636,27.7327466419638722,Central Queensland,0.058,5.85,17,51
2025-01-01,35,BILOELA DENTAL CLINIC,356,51,8636,4.1222788327929597,Central Queensland,0.143,14.33,7,21
2025-01-01,118,MT MORGAN DENTAL CLINIC,137,44,8636,1.5863825845298749,Central Queensland,0.321,32.12,3,9
2025-01-01,36,EMERALD DENTAL CLINIC,454,155,8636,5.2570634553033812,Central Queensland,0.341,34.14,3,9
2025-04-01,118,MT MORGAN DENTAL CLINIC,140,26,8532,1.6408813877168308,Central Queensland,0.186,18.57,5,15
2025-04-01,37,CAPRICORN COAST DENTAL,1396,153,8532,16.3619315518049695,Central Queensland,0.110,10.96,9,27
2025-04-01,35,BILOELA DENTAL CLINIC,293,69,8532,3.4341303328645101,Central Queensland,0.235,23.55,4,12
2025-04-01,33,GLADSTONE DENTAL CLINIC,2523,107,8532,29.5710267229254571,Central Queensland,0.042,4.24,24,72
2025-04-01,32,ROCKHAMPTON DENTAL CLINIC,3685,706,8532,43.1903422409751524,Central Queensland,0.192,19.16,5,15
2025-04-01,36,EMERALD DENTAL CLINIC,495,112,8532,5.8016877637130802,Central Queensland,0.226,22.63,4,12
2020-01-01,42,CENTRAL WEST DENTAL CLINICS,664,57,664,100.0000000000000000,Central West,0.086,8.58,12,36
2020-07-01,42,CENTRAL WEST DENTAL CLINICS,615,40,615,100.0000000000000000,Central West,0.065,6.50,15,45
2020-10-01,42,CENTRAL WEST DENTAL CLINICS,587,13,587,100.0000000000000000,Central West,0.022,2.21,45,135
2021-01-01,42,CENTRAL WEST DENTAL CLINICS,626,59,626,100.0000000000000000,Central West,0.094,9.42,11,33
2021-04-01,42,CENTRAL WEST DENTAL CLINICS,743,91,743,100.0000000000000000,Central West,0.122,12.25,8,24
2022-07-01,42,CENTRAL WEST DENTAL CLINICS,868,62,868,100.0000000000000000,Central West,0.071,7.14,14,42
2022-10-01,42,CENTRAL WEST DENTAL CLINICS,842,67,842,100.0000000000000000,Central West,0.080,7.96,13,39
2023-04-01,42,CENTRAL WEST DENTAL CLINICS,847,39,847,100.0000000000000000,Central West,0.046,4.60,22,66
2023-07-01,42,CENTRAL WEST DENTAL CLINICS,645,70,645,100.0000000000000000,Central West,0.109,10.85,9,27
2023-10-01,42,CENTRAL WEST DENTAL CLINICS,1032,111,1032,100.0000000000000000,Central West,0.108,10.76,9,27
2024-01-01,42,CENTRAL WEST DENTAL CLINICS,1045,45,1045,100.0000000000000000,Central West,0.043,4.31,23,69
2024-04-01,42,CENTRAL WEST DENTAL CLINICS,984,120,984,100.0000000000000000,Central West,0.122,12.20,8,24
2024-07-01,42,CENTRAL WEST DENTAL CLINICS,1020,125,1020,100.0000000000000000,Central West,0.123,12.25,8,24
2024-10-01,42,CENTRAL WEST DENTAL CLINICS,1064,185,1064,100.0000000000000000,Central West,0.174,17.39,6,18
2025-01-01,42,CENTRAL WEST DENTAL CLINICS,1162,171,1162,100.0000000000000000,Central West,0.147,14.72,7,21
2025-04-01,42,CENTRAL WEST DENTAL CLINICS,1157,103,1157,100.0000000000000000,Central West,0.089,8.90,11,33
2020-01-01,53,MILES DENTAL CLINIC,357,8,8645,4.1295546558704453,Darling Downs,0.022,2.24,45,135
2020-01-01,45,KINGAROY DENTAL CLINIC,2408,79,8645,27.8542510121457490,Darling Downs,0.033,3.28,30,90
2020-01-01,58,WARWICK DENTAL CLINIC,624,24,8645,7.2180451127819549,Darling Downs,0.038,3.85,26,78
2020-01-01,57,STANTHORPE DENTAL CLINIC,751,6,8645,8.6871023713128976,Darling Downs,0.008,0.80,125,375
2020-01-01,56,INGLEWOOD DENTAL CLINIC,165,14,8645,1.9086176980913823,Darling Downs,0.085,8.48,12,36
2020-01-01,60,DALBY DENTAL CLINIC,933,19,8645,10.7923655292076345,Darling Downs,0.020,2.04,49,147
2020-01-01,54,TOOWOOMBA DENTAL CLINIC,3209,41,8645,37.1197223828802776,Darling Downs,0.013,1.28,78,234
2020-01-01,55,GOONDIWINDI DENTAL CLINIC,198,3,8645,2.2903412377096588,Darling Downs,0.015,1.52,66,198
2020-07-01,57,STANTHORPE DENTAL CLINIC,658,21,8718,7.5476026611608167,Darling Downs,0.032,3.19,31,93
2020-07-01,55,GOONDIWINDI DENTAL CLINIC,157,8,8718,1.8008717595778848,Darling Downs,0.051,5.10,20,60
2020-07-01,56,INGLEWOOD DENTAL CLINIC,153,13,8718,1.7549896765313145,Darling Downs,0.085,8.50,12,36
2020-07-01,60,DALBY DENTAL CLINIC,936,8,8718,10.7364074328974535,Darling Downs,0.009,0.85,117,351
2020-07-01,58,WARWICK DENTAL CLINIC,553,33,8718,6.3431979811883460,Darling Downs,0.060,5.97,17,51
2020-07-01,53,MILES DENTAL CLINIC,342,18,8718,3.9229181004817619,Darling Downs,0.053,5.26,19,57
2020-07-01,45,KINGAROY DENTAL CLINIC,2468,14,8718,28.3092452397338839,Darling Downs,0.006,0.57,176,528
2020-07-01,54,TOOWOOMBA DENTAL CLINIC,3451,65,8718,39.5847671484285387,Darling Downs,0.019,1.88,53,159
2020-10-01,53,MILES DENTAL CLINIC,340,12,8894,3.8228018889138745,Darling Downs,0.035,3.53,28,84
2020-10-01,60,DALBY DENTAL CLINIC,963,21,8894,10.8275241736001799,Darling Downs,0.022,2.18,46,138
2020-10-01,58,WARWICK DENTAL CLINIC,568,19,8894,6.3863278614796492,Darling Downs,0.033,3.35,30,90
2020-10-01,57,STANTHORPE DENTAL CLINIC,649,9,8894,7.2970541938385428,Darling Downs,0.014,1.39,72,216
2020-10-01,56,INGLEWOOD DENTAL CLINIC,145,12,8894,1.6303125702720935,Darling Downs,0.083,8.28,12,36
2020-10-01,55,GOONDIWINDI DENTAL CLINIC,175,0,8894,1.9676186192939060,Darling Downs,0.000,0.00,NULL,NULL
2020-10-01,54,TOOWOOMBA DENTAL CLINIC,3582,32,8894,40.2743422532044075,Darling Downs,0.009,0.89,112,336
2020-10-01,45,KINGAROY DENTAL CLINIC,2472,47,8894,27.7940184393973465,Darling Downs,0.019,1.90,53,159
2021-01-01,58,WARWICK DENTAL CLINIC,586,29,9169,6.3911004471589050,Darling Downs,0.049,4.95,20,60
2021-01-01,57,STANTHORPE DENTAL CLINIC,632,41,9169,6.8927909259461228,Darling Downs,0.065,6.49,15,45
2021-01-01,56,INGLEWOOD DENTAL CLINIC,124,19,9169,1.3523830297742393,Darling Downs,0.153,15.32,7,21
2021-01-01,45,KINGAROY DENTAL CLINIC,2475,88,9169,26.9931290217035664,Darling Downs,0.036,3.56,28,84
2021-01-01,55,GOONDIWINDI DENTAL CLINIC,190,3,9169,2.0721998036863344,Darling Downs,0.016,1.58,63,189
2021-01-01,54,TOOWOOMBA DENTAL CLINIC,3842,25,9169,41.9020612934889301,Darling Downs,0.007,0.65,154,462
2021-01-01,60,DALBY DENTAL CLINIC,981,46,9169,10.6990947758752318,Darling Downs,0.047,4.69,21,63
2021-01-01,53,MILES DENTAL CLINIC,339,8,9169,3.6972407023666703,Darling Downs,0.024,2.36,42,126
2021-04-01,56,INGLEWOOD DENTAL CLINIC,134,16,9216,1.4539930555555556,Darling Downs,0.119,11.94,8,24
2021-04-01,60,DALBY DENTAL CLINIC,965,50,9216,10.4709201388888889,Darling Downs,0.052,5.18,19,57
2021-04-01,58,WARWICK DENTAL CLINIC,551,46,9216,5.9787326388888889,Darling Downs,0.083,8.35,12,36
2021-04-01,57,STANTHORPE DENTAL CLINIC,578,50,9216,6.2717013888888889,Darling Downs,0.087,8.65,12,36
2021-04-01,55,GOONDIWINDI DENTAL CLINIC,203,5,9216,2.2026909722222222,Darling Downs,0.025,2.46,41,123
2021-04-01,54,TOOWOOMBA DENTAL CLINIC,3997,59,9216,43.3702256944444444,Darling Downs,0.015,1.48,68,204
2021-04-01,53,MILES DENTAL CLINIC,337,23,9216,3.6566840277777778,Darling Downs,0.068,6.82,15,45
2021-04-01,45,KINGAROY DENTAL CLINIC,2451,110,9216,26.5950520833333333,Darling Downs,0.045,4.49,22,66
2022-07-01,54,TOOWOOMBA DENTAL CLINIC,3792,117,9006,42.1052631578947368,Darling Downs,0.031,3.09,32,96
2022-07-01,57,STANTHORPE DENTAL CLINIC,610,35,9006,6.7732622695980457,Darling Downs,0.057,5.74,17,51
2022-07-01,58,WARWICK DENTAL CLINIC,648,27,9006,7.1952031978680879,Darling Downs,0.042,4.17,24,72
2022-07-01,60,DALBY DENTAL CLINIC,923,26,9006,10.2487230735065512,Darling Downs,0.028,2.82,36,108
2022-07-01,55,GOONDIWINDI DENTAL CLINIC,168,3,9006,1.8654230512991339,Darling Downs,0.018,1.79,56,168
2022-07-01,56,INGLEWOOD DENTAL CLINIC,119,41,9006,1.3213413280035532,Darling Downs,0.345,34.45,3,9
2022-07-01,53,MILES DENTAL CLINIC,305,16,9006,3.3866311347990229,Darling Downs,0.052,5.25,19,57
2022-07-01,45,KINGAROY DENTAL CLINIC,2441,94,9006,27.1041527870308683,Darling Downs,0.039,3.85,26,78
2022-10-01,60,DALBY DENTAL CLINIC,950,26,9158,10.3734439834024896,Darling Downs,0.027,2.74,37,111
2022-10-01,58,WARWICK DENTAL CLINIC,647,28,9158,7.0648613234330640,Darling Downs,0.043,4.33,23,69
2022-10-01,57,STANTHORPE DENTAL CLINIC,667,5,9158,7.2832496178204848,Darling Downs,0.007,0.75,133,399
2022-10-01,56,INGLEWOOD DENTAL CLINIC,101,23,9158,1.1028608866564752,Darling Downs,0.228,22.77,4,12
2022-10-01,45,KINGAROY DENTAL CLINIC,2478,20,9158,27.0583096746014414,Darling Downs,0.008,0.81,124,372
2022-10-01,53,MILES DENTAL CLINIC,290,24,9158,3.1666302686176021,Darling Downs,0.083,8.28,12,36
2022-10-01,54,TOOWOOMBA DENTAL CLINIC,3853,80,9158,42.0725049137366237,Darling Downs,0.021,2.08,48,144
2022-10-01,55,GOONDIWINDI DENTAL CLINIC,172,5,9158,1.8781393317318192,Darling Downs,0.029,2.91,34,102
2023-04-01,60,DALBY DENTAL CLINIC,938,38,9114,10.2918586789554531,Darling Downs,0.041,4.05,25,75
2023-04-01,45,KINGAROY DENTAL CLINIC,2200,98,9114,24.1386877331577792,Darling Downs,0.045,4.45,22,66
2023-04-01,53,MILES DENTAL CLINIC,349,24,9114,3.8292736449418477,Darling Downs,0.069,6.88,15,45
2023-04-01,54,TOOWOOMBA DENTAL CLINIC,3981,118,9114,43.6800526662277814,Darling Downs,0.030,2.96,34,102
2023-04-01,55,GOONDIWINDI DENTAL CLINIC,181,9,9114,1.9859556725916173,Darling Downs,0.050,4.97,20,60
2023-04-01,56,INGLEWOOD DENTAL CLINIC,105,25,9114,1.1520737327188940,Darling Downs,0.238,23.81,4,12
2023-04-01,57,STANTHORPE DENTAL CLINIC,707,27,9114,7.7572964669738863,Darling Downs,0.038,3.82,26,78
2023-04-01,58,WARWICK DENTAL CLINIC,653,18,9114,7.1648014044327408,Darling Downs,0.028,2.76,36,108
2023-07-01,53,MILES DENTAL CLINIC,385,74,9194,4.1875135958233631,Darling Downs,0.192,19.22,5,15
2023-07-01,45,KINGAROY DENTAL CLINIC,2142,359,9194,23.2978029149445290,Darling Downs,0.168,16.76,6,18
2023-07-01,55,GOONDIWINDI DENTAL CLINIC,189,7,9194,2.0556884924951055,Darling Downs,0.037,3.70,27,81
2023-07-01,54,TOOWOOMBA DENTAL CLINIC,4148,321,9194,45.1163802479878181,Darling Downs,0.077,7.74,13,39
2023-07-01,60,DALBY DENTAL CLINIC,894,47,9194,9.7237328692625625,Darling Downs,0.053,5.26,19,57
2023-07-01,58,WARWICK DENTAL CLINIC,635,90,9194,6.9066782684359365,Darling Downs,0.142,14.17,7,21
2023-07-01,57,STANTHORPE DENTAL CLINIC,695,101,9194,7.5592777898629541,Darling Downs,0.145,14.53,7,21
2023-07-01,56,INGLEWOOD DENTAL CLINIC,106,45,9194,1.1529258211877311,Darling Downs,0.425,42.45,2,6
2023-10-01,53,MILES DENTAL CLINIC,415,92,9685,4.2849767681982447,Darling Downs,0.222,22.17,5,15
2023-10-01,45,KINGAROY DENTAL CLINIC,2263,319,9685,23.3660299432111513,Darling Downs,0.141,14.10,7,21
2023-10-01,60,DALBY DENTAL CLINIC,916,51,9685,9.4579246257098606,Darling Downs,0.056,5.57,18,54
2023-10-01,58,WARWICK DENTAL CLINIC,690,83,9685,7.1244192049561177,Darling Downs,0.120,12.03,8,24
2023-10-01,57,STANTHORPE DENTAL CLINIC,765,23,9685,7.8988125967991740,Darling Downs,0.030,3.01,33,99
2023-10-01,56,INGLEWOOD DENTAL CLINIC,109,32,9685,1.1254517294785751,Darling Downs,0.294,29.36,3,9
2023-10-01,54,TOOWOOMBA DENTAL CLINIC,4312,277,9685,44.5224574083634486,Darling Downs,0.064,6.42,16,48
2023-10-01,55,GOONDIWINDI DENTAL CLINIC,215,4,9685,2.2199277232834280,Darling Downs,0.019,1.86,54,162
2024-01-01,54,TOOWOOMBA DENTAL CLINIC,4298,330,9276,46.3346269943941354,Darling Downs,0.077,7.68,13,39
2024-01-01,53,MILES DENTAL CLINIC,401,77,9276,4.3229840448469168,Darling Downs,0.192,19.20,5,15
2024-01-01,45,KINGAROY DENTAL CLINIC,2004,459,9276,21.6041397153945666,Darling Downs,0.229,22.90,4,12
2024-01-01,60,DALBY DENTAL CLINIC,796,69,9276,8.5812850366537301,Darling Downs,0.087,8.67,12,36
2024-01-01,58,WARWICK DENTAL CLINIC,737,64,9276,7.9452350150927124,Darling Downs,0.087,8.68,12,36
2024-01-01,57,STANTHORPE DENTAL CLINIC,717,52,9276,7.7296248382923674,Darling Downs,0.073,7.25,14,42
2024-01-01,56,INGLEWOOD DENTAL CLINIC,112,39,9276,1.2074169900819319,Darling Downs,0.348,34.82,3,9
2024-01-01,55,GOONDIWINDI DENTAL CLINIC,211,6,9276,2.2746873652436395,Darling Downs,0.028,2.84,35,105
2024-04-01,53,MILES DENTAL CLINIC,434,54,10106,4.2944785276073620,Darling Downs,0.124,12.44,8,24
2024-04-01,54,TOOWOOMBA DENTAL CLINIC,4700,217,10106,46.5070255293884821,Darling Downs,0.046,4.62,22,66
2024-04-01,60,DALBY DENTAL CLINIC,815,41,10106,8.0645161290322581,Darling Downs,0.050,5.03,20,60
2024-04-01,55,GOONDIWINDI DENTAL CLINIC,220,3,10106,2.1769245992479715,Darling Downs,0.014,1.36,73,219
2024-04-01,45,KINGAROY DENTAL CLINIC,2131,314,10106,21.0864832772610330,Darling Downs,0.147,14.73,7,21
2024-04-01,56,INGLEWOOD DENTAL CLINIC,124,24,10106,1.22699386503067484663,Darling Downs,0.194,19.35,5,15
2024-04-01,57,STANTHORPE DENTAL CLINIC,827,47,10106,8.1832574708094201,Darling Downs,0.057,5.68,18,54
2024-04-01,58,WARWICK DENTAL CLINIC,855,17,10106,8.4603206016227983,Darling Downs,0.020,1.99,50,150
2024-07-01,57,STANTHORPE DENTAL CLINIC,834,92,10190,8.1844946025515211,Darling Downs,0.110,11.03,9,27
2024-07-01,58,WARWICK DENTAL CLINIC,876,73,10190,8.5966633954857704,Darling Downs,0.083,8.33,12,36
2024-07-01,60,DALBY DENTAL CLINIC,814,49,10190,7.9882237487733072,Darling Downs,0.060,6.02,17,51
2024-07-01,45,KINGAROY DENTAL CLINIC,2231,220,10190,21.8940137389597645,Darling Downs,0.099,9.86,10,30
2024-07-01,53,MILES DENTAL CLINIC,419,71,10190,4.1118743866535819,Darling Downs,0.169,16.95,6,18
2024-07-01,54,TOOWOOMBA DENTAL CLINIC,4715,381,10190,46.2708537782139352,Darling Downs,0.081,8.08,12,36
2024-07-01,55,GOONDIWINDI DENTAL CLINIC,194,12,10190,1.90382728164867517174,Darling Downs,0.062,6.19,16,48
2024-07-01,56,INGLEWOOD DENTAL CLINIC,107,40,10190,1.05004906771344455348,Darling Downs,0.374,37.38,3,9
2024-10-01,53,MILES DENTAL CLINIC,455,100,10084,4.5120983736612455,Darling Downs,0.220,21.98,5,15
2024-10-01,45,KINGAROY DENTAL CLINIC,2362,80,10084,23.4232447441491472,Darling Downs,0.034,3.39,30,90
2024-10-01,58,WARWICK DENTAL CLINIC,850,73,10084,8.4291947639825466,Darling Downs,0.086,8.59,12,36
2024-10-01,57,STANTHORPE DENTAL CLINIC,771,86,10084,7.6457754859182864,Darling Downs,0.112,11.15,9,27
2024-10-01,56,INGLEWOOD DENTAL CLINIC,95,26,10084,0.94208647362157873860,Darling Downs,0.274,27.37,4,12
2024-10-01,60,DALBY DENTAL CLINIC,747,64,10084,7.4077746925823086,Darling Downs,0.086,8.57,12,36
2024-10-01,55,GOONDIWINDI DENTAL CLINIC,167,36,10084,1.65608885362951209837,Darling Downs,0.216,21.56,5,15
2024-10-01,54,TOOWOOMBA DENTAL CLINIC,4637,292,10084,45.9837366124553749,Darling Downs,0.063,6.30,16,48
2025-01-01,57,STANTHORPE DENTAL CLINIC,831,41,10346,8.0320896965010632,Darling Downs,0.049,4.93,20,60
2025-01-01,45,KINGAROY DENTAL CLINIC,2327,143,10346,22.4917842644500290,Darling Downs,0.061,6.15,16,48
2025-01-01,54,TOOWOOMBA DENTAL CLINIC,4867,211,10346,47.0423352020104388,Darling Downs,0.043,4.34,23,69
2025-01-01,55,GOONDIWINDI DENTAL CLINIC,132,71,10346,1.27585540305432051034,Darling Downs,0.538,53.79,2,6
2025-01-01,56,INGLEWOOD DENTAL CLINIC,107,28,10346,1.03421612217282041369,Darling Downs,0.262,26.17,4,12
2025-01-01,58,WARWICK DENTAL CLINIC,892,18,10346,8.6216895418519234,Darling Downs,0.020,2.02,50,150
2025-01-01,60,DALBY DENTAL CLINIC,737,17,10346,7.1235260003866228,Darling Downs,0.023,2.31,43,129
2025-01-01,53,MILES DENTAL CLINIC,453,68,10346,4.3785037695727818,Darling Downs,0.150,15.01,7,21
2025-04-01,56,INGLEWOOD DENTAL CLINIC,119,29,10662,1.11611329956856124554,Darling Downs,0.244,24.37,4,12
2025-04-01,45,KINGAROY DENTAL CLINIC,2416,92,10662,22.6599137122491090,Darling Downs,0.038,3.81,26,78
2025-04-01,53,MILES DENTAL CLINIC,487,52,10662,4.5676233352091540,Darling Downs,0.107,10.68,9,27
2025-04-01,54,TOOWOOMBA DENTAL CLINIC,4864,301,10662,45.6199587319452260,Darling Downs,0.062,6.19,16,48
2025-04-01,57,STANTHORPE DENTAL CLINIC,854,65,10662,8.0097542674920278,Darling Downs,0.076,7.61,13,39
2025-04-01,58,WARWICK DENTAL CLINIC,948,23,10662,8.8913899831176140,Darling Downs,0.024,2.43,41,123
2025-04-01,60,DALBY DENTAL CLINIC,774,48,10662,7.2594259988745076,Darling Downs,0.062,6.20,16,48
2025-04-01,55,GOONDIWINDI DENTAL CLINIC,200,23,10662,1.8758206715438004,Darling Downs,0.115,11.50,9,27
2020-01-01,142,GCUH DENTAL CLINIC,12,1,6555,0.18306636155606407323,Gold Coast,0.083,8.33,12,36
2020-01-01,10,ROBINA DENTAL CLINIC,1245,55,6555,18.9931350114416476,Gold Coast,0.044,4.42,23,69
2020-01-01,144,GC SOUTHPORT HEALTH PREC,4323,176,6555,65.9496567505720824,Gold Coast,0.041,4.07,25,75
2020-01-01,8,PALM BEACH DENTAL CLINIC,975,43,6555,14.8741418764302059,Gold Coast,0.044,4.41,23,69
2020-07-01,144,GC SOUTHPORT HEALTH PREC,4628,0,7299,63.4059460200027401,Gold Coast,0.000,0.00,NULL,NULL
2020-07-01,142,GCUH DENTAL CLINIC,12,0,7299,0.16440608302507192766,Gold Coast,0.000,0.00,NULL,NULL
2020-07-01,8,PALM BEACH DENTAL CLINIC,1012,0,7299,13.8649130017810659,Gold Coast,0.000,0.00,NULL,NULL
2020-07-01,10,ROBINA DENTAL CLINIC,1647,0,7299,22.5647348951911221,Gold Coast,0.000,0.00,NULL,NULL
2020-10-01,144,GC SOUTHPORT HEALTH PREC,5185,10,8160,63.5416666666666667,Gold Coast,0.002,0.19,519,1557
2020-10-01,142,GCUH DENTAL CLINIC,14,0,8160,0.17156862745098039216,Gold Coast,0.000,0.00,NULL,NULL
2020-10-01,8,PALM BEACH DENTAL CLINIC,1112,3,8160,13.6274509803921569,Gold Coast,0.003,0.27,371,1113
2020-10-01,10,ROBINA DENTAL CLINIC,1849,2,8160,22.6593137254901961,Gold Coast,0.001,0.11,925,2775
